CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13228.0,81,1,358.0,1,Regular
13229.0,226,1,160.95,1,Regular
13230.0,4,14,2755.63,0,High-Value
13232.0,13,7,1328.35,0,High-Value
13233.0,74,2,605.12,1,Regular
13235.0,212,1,1031.07,1,Regular
13236.0,25,2,744.85,2,Occasional
13238.0,17,4,700.73,2,Occasional
13239.0,262,1,329.56,1,Regular
13240.0,96,4,663.65,3,At-Risk
13242.0,112,3,270.40000000000003,1,Regular
13243.0,203,1,585.12,1,Regular
13244.0,93,1,121.74000000000001,1,Regular
13245.0,51,1,430.5,1,Regular
13246.0,18,6,1961.52,3,At-Risk
13247.0,18,4,501.12,2,Occasional
13248.0,125,2,465.68,1,Regular
13249.0,92,3,711.41,3,At-Risk
13253.0,157,2,1030.4,3,At-Risk
13255.0,9,2,399.51,2,Occasional
13258.0,12,3,672.83,2,Occasional
13259.0,62,1,283.18,1,Regular
13260.0,61,1,557.62,1,Regular
13261.0,269,2,944.1,1,Regular
13262.0,263,1,200.29,1,Regular
13263.0,1,35,7436.93,0,High-Value
13265.0,53,5,2092.66,3,At-Risk
13266.0,11,12,3834.2599999999998,0,High-Value
13267.0,3,19,4521.49,0,High-Value
13268.0,18,11,3174.75,0,High-Value
13269.0,1,15,5343.28,0,High-Value
13270.0,366,1,590.0,1,Regular
13271.0,37,1,211.49,1,Regular
13272.0,31,2,276.56,2,Occasional
13273.0,113,1,138.98,1,Regular
13276.0,64,2,590.9300000000001,3,At-Risk
13277.0,16,4,258.4,2,Occasional
13278.0,41,1,542.73,2,Occasional
13279.0,78,1,137.75,1,Regular
13280.0,122,3,798.46,3,At-Risk
13282.0,18,3,1132.14,2,Occasional
13283.0,60,2,93.66,1,Regular
13284.0,331,1,201.19,1,Regular
13285.0,23,4,2709.12,3,At-Risk
13291.0,156,1,361.11,1,Regular
13292.0,39,2,578.94,2,Occasional
13294.0,190,2,873.74,1,Regular
13295.0,360,1,201.20000000000002,1,Regular
13296.0,137,1,87.4,1,Regular
13297.0,8,4,2089.85,0,High-Value
13298.0,1,1,360.0,2,Occasional
13299.0,268,1,142.5,1,Regular
13300.0,169,1,371.89,1,Regular
13301.0,104,4,618.09,3,At-Risk
13302.0,155,1,63.75,1,Regular
13304.0,351,1,300.42,1,Regular
13305.0,4,10,2000.86,0,High-Value
13307.0,120,1,15.0,1,Regular
13308.0,23,3,1385.51,3,At-Risk
13309.0,7,5,1456.79,0,High-Value
13310.0,28,3,1132.03,3,At-Risk
13311.0,4,2,598.57,2,Occasional
13313.0,22,5,1555.3200000000002,3,At-Risk
13314.0,2,3,775.94,2,Occasional
13316.0,37,4,5732.93,3,At-Risk
13317.0,66,6,2273.68,3,At-Risk
13318.0,1,3,640.76,2,Occasional
13319.0,5,26,10845.550000000001,0,High-Value
13320.0,78,4,1532.2,3,At-Risk
13321.0,72,2,567.36,1,Regular
13322.0,17,1,199.48000000000002,2,Occasional
13323.0,3,5,787.85,2,Occasional
13324.0,36,10,7121.95,0,High-Value
13325.0,82,1,675.3,1,Regular
13327.0,39,8,3627.77,0,High-Value
13328.0,316,1,1308.48,1,Regular
13329.0,32,2,789.0,2,Occasional
13330.0,93,3,1140.93,3,At-Risk
13332.0,14,1,350.90000000000003,2,Occasional
13334.0,82,3,3502.32,3,At-Risk
13336.0,77,1,795.12,1,Regular
13338.0,158,1,487.02,1,Regular
13339.0,201,1,860.12,1,Regular
13340.0,45,7,10736.48,0,High-Value
13341.0,261,1,775.85,1,Regular
13343.0,178,1,353.43,1,Regular
13344.0,68,3,2511.69,3,At-Risk
13345.0,288,1,389.5,1,Regular
13347.0,70,1,341.36,1,Regular
13348.0,64,1,233.76000000000002,1,Regular
13349.0,11,1,247.32,2,Occasional
13350.0,16,2,979.12,2,Occasional
13351.0,66,1,373.94,1,Regular
13352.0,60,1,397.98,1,Regular
13354.0,71,1,743.53,1,Regular
13355.0,122,1,674.7,1,Regular
13356.0,80,1,768.24,1,Regular
13357.0,257,1,609.4,1,Regular
13358.0,269,1,439.03000000000003,1,Regular
13359.0,64,1,439.56,1,Regular
13362.0,9,4,3090.7400000000002,0,High-Value
13363.0,18,2,992.5,2,Occasional
13364.0,71,1,134.96,1,Regular
13365.0,34,2,2225.37,3,At-Risk
13366.0,50,1,56.16,1,Regular
13368.0,257,2,623.4,1,Regular
13369.0,366,1,308.28000000000003,1,Regular
13370.0,372,1,754.87,1,Regular
13372.0,90,1,378.64,1,Regular
13373.0,61,3,3312.25,3,At-Risk
13375.0,89,1,778.65,1,Regular
13376.0,99,3,1019.76,3,At-Risk
13379.0,26,3,572.56,2,Occasional
13381.0,32,6,3639.31,3,At-Risk
13382.0,281,1,222.99,1,Regular
13384.0,31,7,4151.93,0,High-Value
13385.0,330,1,534.57,1,Regular
13388.0,131,2,677.1,1,Regular
13389.0,11,3,797.96,2,Occasional
13390.0,75,1,544.08,1,Regular
13391.0,204,1,59.8,1,Regular
13394.0,2,8,2520.02,0,High-Value
13395.0,185,1,307.72,1,Regular
13396.0,29,2,1360.99,3,At-Risk
13397.0,73,5,1544.13,3,At-Risk
13398.0,192,1,457.34000000000003,1,Regular
13402.0,127,2,621.23,1,Regular
13403.0,18,1,75.0,2,Occasional
13404.0,1,2,252.49,2,Occasional
13405.0,74,3,572.451,3,At-Risk
13408.0,2,62,28117.04,0,High-Value
13410.0,24,5,1003.06,3,At-Risk
13411.0,107,1,213.55,1,Regular
13414.0,134,3,1390.5,3,At-Risk
13416.0,44,2,712.5,3,At-Risk
13417.0,5,2,640.83,2,Occasional
13418.0,12,18,6127.43,0,High-Value
13419.0,64,1,221.06,1,Regular
13420.0,150,2,159.85,1,Regular
13421.0,40,2,1833.71,3,At-Risk
13422.0,64,1,2626.3,3,At-Risk
13425.0,108,3,1624.21,3,At-Risk
13426.0,1,10,3641.32,0,High-Value
13427.0,19,3,582.6,2,Occasional
13428.0,10,1,201.78,2,Occasional
13429.0,11,4,1006.8,2,Occasional
13430.0,19,2,679.45,2,Occasional
13431.0,67,2,1269.1,3,At-Risk
13434.0,74,2,534.24,1,Regular
13435.0,5,7,3809.89,0,High-Value
13436.0,2,1,196.89,2,Occasional
13437.0,14,7,3408.06,0,High-Value
13439.0,255,1,283.71,1,Regular
13441.0,92,1,296.64,1,Regular
13447.0,23,3,1129.14,3,At-Risk
13448.0,17,6,3534.69,0,High-Value
13449.0,24,1,291.88,2,Occasional
13450.0,27,6,2043.72,3,At-Risk
13451.0,26,5,2898.2599999999998,3,At-Risk
13452.0,259,2,590.0,1,Regular
13453.0,166,2,356.98,1,Regular
13455.0,25,2,1058.34,2,Occasional
13456.0,18,6,1766.72,3,At-Risk
13458.0,7,14,9646.57,0,High-Value
13460.0,29,2,183.44,2,Occasional
13461.0,39,3,1445.0,3,At-Risk
13462.0,253,1,151.5,1,Regular
13464.0,58,1,674.68,1,Regular
13466.0,184,1,307.90000000000003,1,Regular
13467.0,11,2,1071.91,2,Occasional
13468.0,2,37,5704.97,0,High-Value
13470.0,99,2,165.0,1,Regular
13471.0,1,4,2501.84,0,High-Value
13473.0,61,2,422.64,1,Regular
13474.0,236,1,226.84,1,Regular
13475.0,191,4,1431.78,3,At-Risk
13476.0,179,2,1238.47,3,At-Risk
13477.0,38,6,1454.58,3,At-Risk
13479.0,201,2,300.95,1,Regular
13481.0,46,5,1804.56,3,At-Risk
13482.0,232,1,184.64000000000001,1,Regular
13483.0,66,1,140.34,1,Regular
13484.0,241,1,313.8,1,Regular
13485.0,233,1,454.24,1,Regular
13486.0,78,3,1122.41,3,At-Risk
13487.0,58,3,575.4,3,At-Risk
13488.0,17,13,8968.31,0,High-Value
13489.0,105,4,449.52,3,At-Risk
13491.0,52,10,1215.82,3,At-Risk
13492.0,136,3,1269.84,3,At-Risk
13493.0,275,2,618.63,1,Regular
13494.0,312,1,316.26000000000005,1,Regular
13495.0,8,5,2044.8700000000001,0,High-Value
13496.0,11,2,653.33,2,Occasional
13497.0,283,2,348.05,1,Regular
13499.0,18,5,1159.1100000000001,3,At-Risk
13500.0,23,3,1166.77,3,At-Risk
13501.0,288,1,1340.32,1,Regular
13502.0,17,3,292.0,2,Occasional
13503.0,71,1,216.85,1,Regular
13504.0,64,1,295.93,1,Regular
13505.0,73,4,4393.63,3,At-Risk
13506.0,316,2,458.52,1,Regular
13507.0,3,4,2479.16,0,High-Value
13508.0,244,1,110.97,1,Regular
13509.0,9,7,979.72,0,High-Value
13510.0,1,4,1791.56,0,High-Value
13512.0,261,1,251.21,1,Regular
13513.0,127,1,205.1,1,Regular
13514.0,74,1,152.20000000000002,1,Regular
13515.0,73,4,891.12,3,At-Risk
13516.0,21,3,1389.41,3,At-Risk
13517.0,60,3,2128.42,3,At-Risk
13518.0,86,1,627.16,1,Regular
13519.0,78,1,122.75,1,Regular
13520.0,59,6,3624.35,3,At-Risk
13521.0,1,3,1071.73,2,Occasional
13522.0,30,1,125.80000000000001,2,Occasional
13523.0,33,5,3964.88,3,At-Risk
13524.0,41,5,680.1800000000001,3,At-Risk
13525.0,15,2,628.78,2,Occasional
13527.0,34,7,2242.36,3,At-Risk
13529.0,79,2,307.76,1,Regular
13531.0,205,2,483.8,1,Regular
13532.0,34,1,210.31,2,Occasional
13533.0,183,3,269.09,1,Regular
13534.0,2,25,5870.08,0,High-Value
13536.0,1,7,3444.39,0,High-Value
13538.0,43,7,1280.85,3,At-Risk
13539.0,86,3,631.34,3,At-Risk
13544.0,40,2,276.06,2,Occasional
13546.0,12,3,621.09,2,Occasional
13548.0,96,2,678.16,1,Regular
13549.0,26,7,918.2,3,At-Risk
13551.0,319,1,91.80000000000001,1,Regular
13552.0,66,12,3740.07,0,High-Value
13555.0,74,4,4098.88,3,At-Risk
13557.0,28,2,584.0600000000001,2,Occasional
13558.0,6,4,594.52,2,Occasional
13560.0,7,1,171.42000000000002,2,Occasional
13561.0,216,1,141.85999999999999,1,Regular
13562.0,82,3,1799.3300000000002,3,At-Risk
13563.0,84,2,777.53,3,At-Risk
13564.0,144,3,1724.67,3,At-Risk
13565.0,19,2,240.22,2,Occasional
13566.0,41,2,856.84,3,At-Risk
13568.0,173,1,187.05,1,Regular
13569.0,17,2,338.62,2,Occasional
13570.0,243,1,239.49,1,Regular
13571.0,13,12,2088.94,0,High-Value
13572.0,206,1,1384.25,1,Regular
13573.0,50,2,290.25,1,Regular
13575.0,23,5,732.07,3,At-Risk
13576.0,10,18,6717.34,0,High-Value
13577.0,25,4,1687.6000000000001,3,At-Risk
13579.0,15,2,467.04,2,Occasional
13581.0,309,1,118.0,1,Regular
13583.0,156,1,781.03,1,Regular
13584.0,307,1,142.4,1,Regular
13587.0,64,1,712.4,1,Regular
13588.0,16,9,2478.95,0,High-Value
13589.0,15,2,379.65,2,Occasional
13590.0,11,6,1981.92,0,High-Value
13591.0,65,3,1117.13,3,At-Risk
13592.0,36,4,247.95999999999998,2,Occasional
13593.0,108,5,2011.88,3,At-Risk
13594.0,53,1,396.97,1,Regular
13596.0,6,2,664.11,2,Occasional
13598.0,47,1,160.04,1,Regular
13599.0,1,21,5149.92,0,High-Value
13600.0,312,1,219.52,1,Regular
13601.0,45,2,693.32,3,At-Risk
13602.0,65,1,428.89,1,Regular
13603.0,26,1,164.34,2,Occasional
13606.0,29,3,276.75,2,Occasional
13607.0,40,1,675.51,2,Occasional
13610.0,12,7,1082.33,0,High-Value
13611.0,89,3,1154.4,3,At-Risk
13614.0,24,4,1585.46,3,At-Risk
13615.0,319,1,417.69,1,Regular
13617.0,40,3,544.18,3,At-Risk
13618.0,174,1,177.34,1,Regular
13621.0,117,1,213.85,1,Regular
13623.0,31,5,727.74,3,At-Risk
13626.0,253,1,257.23,1,Regular
13627.0,59,5,1638.47,3,At-Risk
13629.0,23,11,7792.36,0,High-Value
13630.0,5,7,2031.78,0,High-Value
13631.0,100,11,3070.42,3,At-Risk
13632.0,25,5,2118.93,3,At-Risk
13634.0,33,5,1547.3600000000001,3,At-Risk
13635.0,68,1,1071.03,1,Regular
13636.0,37,5,949.12,3,At-Risk
13637.0,52,3,804.3,3,At-Risk
13638.0,16,1,122.64,2,Occasional
13639.0,74,1,1033.34,1,Regular
13642.0,216,1,312.28,1,Regular
13643.0,31,3,519.44,2,Occasional
13644.0,16,4,2624.26,3,At-Risk
13645.0,120,1,252.1,1,Regular
13647.0,10,4,1648.1200000000001,3,At-Risk
13649.0,257,2,346.6,1,Regular
13650.0,17,6,1836.3400000000001,3,At-Risk
13651.0,35,2,94.2,2,Occasional
13652.0,46,3,1095.08,3,At-Risk
13654.0,43,6,2707.33,3,At-Risk
13655.0,114,2,932.97,3,At-Risk
13656.0,165,2,379.65,1,Regular
13657.0,11,2,382.14,2,Occasional
13658.0,10,5,2639.17,0,High-Value
13659.0,206,2,1563.0,3,At-Risk
13662.0,86,3,881.26,3,At-Risk
13663.0,179,1,189.47,1,Regular
13666.0,60,3,84.65,1,Regular
13667.0,149,1,299.05,1,Regular
13668.0,3,21,6309.83,0,High-Value
13669.0,51,2,218.55,1,Regular
13670.0,75,1,349.7,1,Regular
13672.0,301,2,186.39000000000001,1,Regular
13673.0,19,2,387.44,2,Occasional
13675.0,151,2,486.82000000000005,1,Regular
13678.0,152,1,232.6,1,Regular
13680.0,1,4,3719.12,0,High-Value
13681.0,18,4,827.83,2,Occasional
13682.0,187,1,59.5,1,Regular
13684.0,286,1,65.13,1,Regular
13685.0,3,7,3119.44,0,High-Value
13686.0,183,1,72.0,1,Regular
13689.0,63,1,910.0,1,Regular
13690.0,59,1,172.25,1,Regular
13692.0,25,3,1488.32,3,At-Risk
13694.0,4,50,65039.62,0,High-Value
13695.0,31,15,2504.13,0,High-Value
13697.0,39,1,151.3,1,Regular
13699.0,155,1,308.58000000000004,1,Regular
13700.0,26,10,2248.63,0,High-Value
13703.0,318,1,99.5,1,Regular
13704.0,5,9,2308.06,0,High-Value
13705.0,8,3,711.86,2,Occasional
13706.0,303,1,330.79,1,Regular
13707.0,267,2,806.41,1,Regular
13708.0,271,1,285.33,1,Regular
13709.0,4,13,6307.650000000001,0,High-Value
13710.0,32,1,180.48,2,Occasional
13711.0,219,2,252.06,1,Regular
13712.0,247,1,228.84,1,Regular
13715.0,281,5,1077.39,3,At-Risk
13716.0,269,1,138.28,1,Regular
13717.0,32,6,1445.01,3,At-Risk
13718.0,246,2,306.55,1,Regular
13719.0,15,5,1041.68,3,At-Risk
13720.0,117,4,799.9,3,At-Risk
13721.0,36,1,524.14,2,Occasional
13722.0,132,3,2375.41,3,At-Risk
13723.0,217,1,199.85000000000002,1,Regular
13725.0,50,8,1980.56,3,At-Risk
13726.0,39,2,1079.66,3,At-Risk
13727.0,29,2,333.48,2,Occasional
13728.0,37,6,1016.14,3,At-Risk
13730.0,136,2,752.6,1,Regular
13731.0,219,2,610.59,1,Regular
13732.0,28,1,491.86,2,Occasional
13735.0,25,4,2883.54,3,At-Risk
13736.0,5,2,729.8,2,Occasional
13737.0,200,1,339.6,1,Regular
13739.0,18,1,216.9,2,Occasional
13740.0,241,1,350.75,1,Regular
13741.0,72,3,668.4300000000001,3,At-Risk
13742.0,17,12,3107.87,0,High-Value
13743.0,3,7,1341.6,0,High-Value
13744.0,95,2,1080.52,3,At-Risk
13745.0,162,1,300.04,1,Regular
13747.0,374,1,79.6,1,Regular
13748.0,96,5,948.25,3,At-Risk
13750.0,54,5,1647.26,3,At-Risk
13751.0,288,1,296.25,1,Regular
13752.0,124,6,1175.38,3,At-Risk
13753.0,288,1,741.26,1,Regular
13754.0,152,2,282.6,1,Regular
13755.0,4,9,2108.06,0,High-Value
13756.0,2,14,5189.52,0,High-Value
13758.0,12,7,3190.55,0,High-Value
13759.0,33,2,659.4100000000001,2,Occasional
13760.0,54,2,286.79,1,Regular
13761.0,50,2,1070.65,3,At-Risk
13762.0,219,1,306.72,1,Regular
13763.0,63,1,1714.96,3,At-Risk
13764.0,71,3,1519.42,3,At-Risk
13767.0,2,37,17220.36,0,High-Value
13769.0,2,10,2796.51,0,High-Value
13771.0,64,4,2634.45,3,At-Risk
13772.0,34,3,1122.63,3,At-Risk
13774.0,82,1,345.0,1,Regular
13777.0,1,33,25977.16,0,High-Value
13778.0,103,1,178.7,1,Regular
13780.0,7,2,360.01,2,Occasional
13781.0,251,1,127.84,1,Regular
13782.0,13,6,908.86,3,At-Risk
13784.0,10,11,2462.79,0,High-Value
13786.0,367,1,230.4,1,Regular
13787.0,76,2,309.04,1,Regular
13790.0,4,1,348.79999999999995,2,Occasional
13791.0,128,2,1516.0,3,At-Risk
13792.0,66,2,195.55,1,Regular
13798.0,1,57,37153.85,0,High-Value
13799.0,117,2,688.86,1,Regular
13800.0,310,1,558.32,1,Regular
13801.0,67,1,324.8,1,Regular
13802.0,139,3,4599.42,3,At-Risk
13803.0,255,1,277.07,1,Regular
13804.0,31,7,2588.39,3,At-Risk
13805.0,52,2,924.5999999999999,3,At-Risk
13806.0,64,1,256.38,1,Regular
13807.0,367,1,112.6,1,Regular
13808.0,6,5,1747.66,0,High-Value
13809.0,305,1,155.05,1,Regular
13810.0,29,3,1499.01,3,At-Risk
13811.0,184,3,814.5,3,At-Risk
13812.0,42,3,539.0,3,At-Risk
13813.0,40,4,1366.8600000000001,3,At-Risk
13814.0,92,2,1579.12,3,At-Risk
13815.0,22,4,4027.36,3,At-Risk
13816.0,24,2,571.6700000000001,2,Occasional
13817.0,29,2,382.98,2,Occasional
13819.0,302,3,1140.35,3,At-Risk
13821.0,145,2,385.64,1,Regular
13822.0,6,2,632.0,2,Occasional
13823.0,19,2,957.66,2,Occasional
13824.0,33,5,1698.94,3,At-Risk
13826.0,176,1,189.5,1,Regular
13827.0,58,3,409.8,3,At-Risk
13828.0,22,1,209.49,2,Occasional
13831.0,16,6,2198.45,0,High-Value
13832.0,19,1,52.2,2,Occasional
13833.0,159,1,383.85,1,Regular
13835.0,25,4,834.57,3,At-Risk
13837.0,212,2,266.59000000000003,1,Regular
13838.0,6,4,674.82,2,Occasional
13841.0,253,1,85.0,1,Regular
13842.0,59,9,3385.62,3,At-Risk
13844.0,11,1,361.62,2,Occasional
13845.0,65,1,312.98,1,Regular
13846.0,25,3,865.0600000000001,3,At-Risk
13848.0,92,3,1255.0,3,At-Risk
13849.0,52,2,1537.95,3,At-Risk
13850.0,129,1,1595.48,3,At-Risk
13851.0,96,3,2651.46,3,At-Risk
13853.0,57,1,1090.1399999999999,3,At-Risk
13854.0,9,25,8109.5199999999995,0,High-Value
13856.0,169,3,388.5,1,Regular
13858.0,57,1,216.17000000000002,1,Regular
13859.0,326,1,201.16,1,Regular
13860.0,1,5,1245.9,0,High-Value
13862.0,18,8,2209.36,0,High-Value
13863.0,248,1,305.78,1,Regular
13865.0,58,4,501.56,3,At-Risk
13866.0,74,1,145.67,1,Regular
13867.0,31,3,1005.09,3,At-Risk
13868.0,7,2,3192.54,2,Occasional
13869.0,123,4,3083.65,3,At-Risk
13870.0,2,8,2770.94,0,High-Value
13871.0,23,13,6403.25,0,High-Value
13873.0,120,3,389.6,1,Regular
13874.0,358,1,540.45,1,Regular
13875.0,54,5,1786.79,3,At-Risk
13876.0,64,1,122.7,1,Regular
13877.0,86,1,117.24,1,Regular
13878.0,55,1,1271.57,3,At-Risk
13880.0,21,13,3219.77,0,High-Value
13881.0,4,20,17159.52,0,High-Value
13882.0,3,5,1191.13,0,High-Value
13883.0,11,5,2674.48,0,High-Value
13884.0,7,5,787.6,2,Occasional
13885.0,189,2,506.8,1,Regular
13886.0,71,1,243.56,1,Regular
13887.0,204,1,349.55,1,Regular
13888.0,120,2,595.67,1,Regular
13889.0,93,1,416.90000000000003,1,Regular
13890.0,1,10,1883.81,0,High-Value
13892.0,27,4,632.97,3,At-Risk
13893.0,298,1,821.1,1,Regular
13894.0,24,3,564.62,2,Occasional
13895.0,28,4,2593.07,3,At-Risk
13897.0,50,1,311.16,1,Regular
13898.0,326,1,155.93,1,Regular
13899.0,16,2,388.52,2,Occasional
13900.0,183,3,740.95,3,At-Risk
13901.0,72,5,2867.2000000000003,3,At-Risk
13904.0,37,2,332.64,2,Occasional
13908.0,80,4,2369.55,3,At-Risk
13911.0,57,9,2580.91,3,At-Risk
13914.0,12,2,626.45,2,Occasional
13917.0,50,2,272.04,1,Regular
13918.0,50,2,1212.8400000000001,3,At-Risk
13919.0,59,2,384.81,1,Regular
13922.0,352,1,172.25,1,Regular
13923.0,54,1,351.13,1,Regular
13924.0,2,6,1838.8500000000001,0,High-Value
13925.0,93,4,678.25,3,At-Risk
13926.0,23,1,223.85000000000002,2,Occasional
13927.0,75,1,348.99,1,Regular
13928.0,11,4,464.57,2,Occasional
13929.0,169,2,842.65,1,Regular
13930.0,58,2,337.34,1,Regular
13931.0,96,2,1237.53,3,At-Risk
13932.0,295,1,307.4,1,Regular
13933.0,109,2,608.79,1,Regular
13934.0,264,1,922.1,1,Regular
13936.0,180,1,376.58,1,Regular
13937.0,169,1,158.85,1,Regular
13938.0,35,1,71.66,1,Regular
13939.0,23,3,568.55,2,Occasional
13940.0,17,4,839.14,2,Occasional
13941.0,22,5,5112.96,0,High-Value
13946.0,79,3,561.57,3,At-Risk
13947.0,65,1,90.60000000000001,1,Regular
13948.0,361,1,102.0,1,Regular
13949.0,3,6,2427.32,0,High-Value
13950.0,11,4,745.0600000000001,2,Occasional
13951.0,176,3,674.45,3,At-Risk
13952.0,218,2,3251.071,3,At-Risk
13953.0,7,7,3515.68,0,High-Value
13954.0,2,2,439.92,2,Occasional
13955.0,154,2,322.96,1,Regular
13956.0,5,5,1019.27,2,Occasional
13959.0,79,3,594.04,3,At-Risk
13960.0,21,2,230.22,2,Occasional
13962.0,22,2,169.54999999999998,2,Occasional
13963.0,308,4,664.54,3,At-Risk
13967.0,146,1,80.7,1,Regular
13969.0,7,18,9024.17,0,High-Value
13971.0,19,8,2758.26,0,High-Value
13972.0,71,2,190.25,1,Regular
13973.0,287,1,264.7,1,Regular
13974.0,49,1,413.59000000000003,1,Regular
13975.0,31,6,2461.2400000000002,3,At-Risk
13976.0,207,1,357.98,1,Regular
13978.0,15,2,196.79,2,Occasional
13979.0,73,1,869.87,1,Regular
13980.0,60,1,200.14,1,Regular
13982.0,39,4,1871.81,3,At-Risk
13983.0,30,12,2603.43,0,High-Value
13984.0,27,5,920.51,3,At-Risk
13985.0,4,15,7060.13,0,High-Value
13986.0,17,1,320.46,2,Occasional
13988.0,20,6,4147.96,0,High-Value
13989.0,66,2,1266.08,3,At-Risk
13990.0,213,1,311.3,1,Regular
13991.0,12,6,852.88,3,At-Risk
13992.0,30,1,76.8,1,Regular
13993.0,43,9,3466.36,0,High-Value
13994.0,4,6,2274.14,0,High-Value
13995.0,15,5,1393.69,3,At-Risk
13999.0,10,12,3901.81,0,High-Value
14000.0,211,1,635.66,1,Regular
14001.0,46,3,2043.0800000000002,3,At-Risk
14002.0,134,2,529.73,1,Regular
14004.0,43,7,4582.64,3,At-Risk
14005.0,10,5,2874.72,0,High-Value
14006.0,116,3,962.19,3,At-Risk
14009.0,198,2,695.61,1,Regular
14012.0,278,1,328.8,1,Regular
14013.0,110,3,473.02,1,Regular
14014.0,77,1,505.18,1,Regular
14015.0,53,1,917.34,1,Regular
14016.0,162,4,4341.21,3,At-Risk
14019.0,47,3,1421.6100000000001,3,At-Risk
14020.0,17,2,642.8,2,Occasional
14021.0,155,3,631.9,3,At-Risk
14022.0,225,1,440.0,1,Regular
14023.0,7,2,584.07,2,Occasional
14024.0,122,2,327.7,1,Regular
14027.0,61,1,104.82,1,Regular
14029.0,63,2,467.66,1,Regular
14030.0,18,8,2358.84,0,High-Value
14031.0,7,19,17286.86,0,High-Value
14032.0,2,11,2975.59,0,High-Value
14034.0,22,3,648.89,2,Occasional
14035.0,29,5,1428.02,3,At-Risk
14036.0,285,1,626.65,1,Regular
14037.0,176,2,147.20000000000002,1,Regular
14038.0,78,3,1560.38,3,At-Risk
14039.0,33,1,152.2,1,Regular
14040.0,41,12,3560.32,0,High-Value
14041.0,266,1,141.41,1,Regular
14044.0,27,4,646.42,3,At-Risk
14045.0,109,4,1659.75,3,At-Risk
14046.0,284,1,154.99,1,Regular
14047.0,9,5,1308.6100000000001,3,At-Risk
14048.0,305,1,409.93,1,Regular
14049.0,17,4,5578.72,3,At-Risk
14050.0,32,2,746.36,2,Occasional
14051.0,1,23,15610.390000000001,0,High-Value
14052.0,20,1,225.35999999999999,2,Occasional
14053.0,124,2,260.25,1,Regular
14054.0,65,1,92.46000000000001,1,Regular
14055.0,106,1,725.6400000000001,1,Regular
14056.0,1,23,8152.71,0,High-Value
14057.0,24,17,6211.66,0,High-Value
14059.0,267,1,183.6,1,Regular
14060.0,5,19,6140.42,0,High-Value
14062.0,10,12,10464.85,0,High-Value
14064.0,29,5,1334.34,3,At-Risk
14066.0,267,1,152.55,1,Regular
14067.0,64,2,374.7,1,Regular
14068.0,320,1,265.85,1,Regular
14071.0,4,8,1437.57,0,High-Value
14073.0,32,1,151.04,2,Occasional
14075.0,5,3,942.26,2,Occasional
14076.0,129,1,118.67,1,Regular
14077.0,41,5,499.42,3,At-Risk
14078.0,102,6,1049.37,3,At-Risk
14079.0,125,1,375.1,1,Regular
14080.0,33,1,45.599999999999994,1,Regular
14081.0,302,2,921.62,1,Regular
14082.0,365,1,182.25,1,Regular
14083.0,4,9,1002.9,0,High-Value
14085.0,2,18,4421.29,0,High-Value
14087.0,3,1,191.47,2,Occasional
14088.0,10,13,50491.81,0,High-Value
14089.0,57,1,158.75,1,Regular
14090.0,325,1,76.32000000000001,1,Regular
14092.0,8,14,4076.9100000000003,0,High-Value
14093.0,12,1,433.86,2,Occasional
14096.0,4,17,65164.79,0,High-Value
14098.0,37,1,147.35,1,Regular
14099.0,16,11,3104.17,0,High-Value
14100.0,138,1,191.95,1,Regular
14101.0,74,6,5976.79,3,At-Risk
14102.0,5,5,1105.8799999999999,2,Occasional
14104.0,155,2,216.21,1,Regular
14105.0,239,1,1266.23,1,Regular
14107.0,52,7,2703.23,3,At-Risk
14108.0,31,2,597.91,2,Occasional
14109.0,73,1,144.2,1,Regular
14110.0,4,12,5683.15,0,High-Value
14111.0,14,4,692.85,2,Occasional
14112.0,23,7,2915.15,0,High-Value
14113.0,4,4,1840.42,0,High-Value
14114.0,274,2,386.53,1,Regular
14116.0,20,5,1382.74,3,At-Risk
14117.0,144,1,90.0,1,Regular
14121.0,4,4,2780.15,0,High-Value
14124.0,84,1,419.58,1,Regular
14125.0,11,3,2720.63,3,At-Risk
14126.0,8,3,706.1300000000001,2,Occasional
14127.0,123,3,709.71,3,At-Risk
14128.0,61,2,637.5,3,At-Risk
14129.0,2,5,1123.8600000000001,0,High-Value
14130.0,319,1,480.91,1,Regular
14132.0,2,11,3586.03,0,High-Value
14133.0,130,3,605.64,3,At-Risk
14135.0,2,15,4690.31,0,High-Value
14138.0,2,2,965.88,2,Occasional
14139.0,46,1,415.82,1,Regular
14140.0,4,2,935.05,2,Occasional
14141.0,3,4,915.13,2,Occasional
14142.0,373,1,311.81,1,Regular
14143.0,134,1,115.8,1,Regular
14145.0,47,4,3742.2,3,At-Risk
14146.0,9,5,4191.0,0,High-Value
14147.0,78,2,483.4,1,Regular
14148.0,234,1,157.2,1,Regular
14149.0,221,1,446.62,1,Regular
14150.0,36,2,658.64,2,Occasional
14152.0,75,2,621.29,1,Regular
14154.0,239,2,1345.62,3,At-Risk
14155.0,266,1,118.75,1,Regular
14156.0,10,55,117210.08,0,High-Value
14157.0,20,2,424.89000000000004,2,Occasional
14158.0,40,1,507.65999999999997,2,Occasional
14159.0,20,11,4630.35,0,High-Value
14161.0,216,3,1097.6200000000001,3,At-Risk
14162.0,174,2,289.36,1,Regular
14163.0,87,4,2445.91,3,At-Risk
